step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom
50000,8335,3137,28634,41495,32553,12401,460,21725,1439,9,174664,2714432,19364.756,5884.901,0.2987,2623.667,0.052,0.775,0.066,0.106,0.483,0.370,1050,0.1222,0.7766,0.181,13.0,25.7,50.0,25.44,0.50,8.58,0.42,15.94,7.08,1.135,0.302,0.023,0.025,8.823,0.466,0.0032,175,648,1845,12178,700,22,0.375,4208,126,1233,6976,557,592,7186,8.75,32.79,6736,9.9727,67430,3195,90693,488.4,-0.0,998814,15.383,2631002.543,6.55e-15,0.00003,27.47,14447,19.165,1.739,17.069,0.357,19.192,2071,3680,2584,0.5028,0.981,1.000,1.921,1.271,0.988,1.237,8834.190,4502.814,7970.801,8776.241,5241.382,1393.530,911.428,956.276,0.502,0.536,0.383,0.456,0.175,0.212,2339,5871,0.4951,1.0000,1.0000,0.0748,0.9999,0.9999,0.8266,1.2375,1.1341,0.0308,0.0128,0.0162,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,520,0.9996,0.9741,0.9222,0.9978,0.0373,0.0451
51000,8604,3236,30123,47634,38804,16967,544,22087,1509,7,152179,2741962,20244.167,5937.729,0.3070,3018.034,0.052,0.757,0.067,0.124,0.490,0.366,1126,0.1158,0.7897,0.180,14.0,26.3,56.9,26.77,0.66,8.23,0.27,17.61,7.13,1.139,0.281,0.023,0.025,8.653,0.469,0.0032,167,607,1620,12111,621,21,0.390,4231,33,1248,7323,440,1598,6566,8.54,32.52,8307,11.6550,67454,2899,90129,650.3,-0.0,998052,15.288,2631002.543,1.56e-14,0.00013,29.17,16243,19.163,1.738,17.030,0.395,19.164,2610,3417,2577,0.4736,0.982,1.011,1.818,1.222,0.989,1.253,9187.786,4802.589,8501.140,9126.895,5634.167,830.583,1069.064,1020.048,0.482,0.542,0.411,0.546,0.195,0.224,2148,5764,0.3920,1.0000,0.9998,0.0975,0.9999,0.9999,0.7665,1.2557,1.1219,0.0452,0.0094,0.0142,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,487,0.9998,0.9805,0.9307,0.9985,0.0348,0.0456
52000,9138,3220,31816,50439,41154,18178,445,20802,1444,6,172915,2634801,21633.093,6470.452,0.2994,3234.616,0.050,0.766,0.076,0.108,0.482,0.372,983,0.1073,0.7767,0.177,13.1,27.1,55.3,27.36,0.57,9.28,0.46,17.05,7.10,1.142,0.305,0.028,0.031,8.480,0.444,0.0031,153,569,1929,12006,745,21,0.370,4682,72,1532,7534,314,1281,7543,8.72,32.57,7909,11.7582,67360,3616,90269,675.6,-0.0,999572,14.497,2631002.543,2.19e-14,0.00000,11.84,17747,19.675,1.725,17.463,0.487,19.675,2601,3692,2845,0.4746,0.966,1.011,1.947,1.244,0.986,1.252,8771.894,4669.048,10671.555,8710.528,5485.627,1251.224,990.453,994.159,0.487,0.541,0.388,0.521,0.186,0.229,2445,8574,0.4602,1.0000,1.0000,0.0823,0.9999,1.0000,0.7213,1.2121,1.1027,0.0290,0.0154,0.0163,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,456,0.9997,0.9659,0.9264,0.9986,0.0342,0.0508
53000,9030,3372,33415,56595,47016,22604,576,24381,1624,9,200965,3092566,24132.444,7438.276,0.2901,3794.800,0.055,0.764,0.067,0.114,0.504,0.354,1074,0.1181,0.7680,0.169,13.3,28.1,56.7,28.47,0.56,8.79,0.36,18.76,7.30,1.111,0.289,0.021,0.022,8.640,0.467,0.0033,171,599,1810,13254,786,24,0.395,4547,153,1206,7671,895,1286,6849,7.95,29.53,7220,12.4979,67417,2960,88856,723.4,-0.0,1001884,16.942,2631002.543,1.61e-14,0.00017,35.70,19599,22.372,1.731,20.215,0.426,22.372,2938,3438,2654,0.4474,0.982,1.020,1.233,1.170,0.988,1.205,9477.395,5257.087,12228.819,9419.352,6279.074,1516.225,1097.895,1029.356,0.524,0.545,0.430,0.579,0.214,0.267,2079,6952,0.3963,1.0000,1.0000,0.0825,0.9999,0.9999,0.7586,1.2163,1.0758,0.0282,0.0116,0.0161,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,557,0.9999,0.9718,0.9258,0.9991,0.0386,0.0514
54000,8453,2993,28624,42803,33621,13784,395,20915,1435,12,171822,2541896,19598.167,5970.686,0.2866,2892.392,0.054,0.782,0.062,0.101,0.472,0.375,1047,0.1202,0.7637,0.167,14.5,28.0,53.5,27.14,0.42,9.43,0.30,16.99,7.07,1.160,0.309,0.018,0.021,8.222,0.454,0.0032,174,619,1720,11330,747,20,0.376,4398,200,846,7407,591,1278,6584,9.25,33.51,10160,13.8560,67394,3204,87895,508.9,-0.0,1001588,14.954,2631002.543,3.01e-15,0.00024,11.91,15073,19.142,1.727,16.974,0.441,19.142,3004,2989,2460,0.4342,0.987,1.019,1.990,1.299,0.989,1.199,8282.800,4553.788,9030.546,8226.728,5233.284,1297.342,967.873,813.079,0.487,0.513,0.401,0.486,0.177,0.183,2259,6471,0.4515,1.0000,0.9999,0.0843,0.9999,1.0000,0.8326,1.1949,1.0868,0.0209,0.0091,0.0145,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,368,0.9992,0.9635,0.9175,0.9988,0.0365,0.0499
55000,8257,3311,36307,71193,61560,34287,599,22298,1540,5,195852,2777815,25668.505,9307.559,0.2869,5795.307,0.061,0.752,0.090,0.097,0.481,0.370,912,0.1278,0.7530,0.177,15.0,29.0,61.9,30.51,0.77,8.20,0.42,21.11,7.25,1.121,0.269,0.020,0.022,9.334,0.468,0.0031,152,525,1530,10738,538,17,0.371,4028,619,891,6747,674,1613,5970,7.85,31.86,7713,15.3554,67302,2953,87647,1073.9,-0.0,1003900,15.695,2631002.543,1.68e-14,0.00025,18.47,25685,23.359,1.729,21.246,0.384,23.359,3326,2785,2146,0.4114,0.983,1.033,1.244,1.189,0.986,1.190,8084.916,4602.100,18098.536,8035.750,5329.526,1850.404,842.335,819.514,0.527,0.504,0.401,0.624,0.181,0.195,2172,12241,0.3811,1.0000,0.9994,0.0533,0.9999,1.0000,0.7017,1.2281,1.0692,0.0350,0.0125,0.0168,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,419,0.9999,0.9769,0.9143,0.9989,0.0380,0.0514
56000,7496,2909,27134,48419,40053,20894,391,19582,1033,4,159854,2334209,20669.105,6473.136,0.2764,3711.308,0.069,0.753,0.078,0.100,0.468,0.377,945,0.1275,0.7503,0.194,14.0,29.0,62.5,30.70,0.62,10.20,0.46,19.43,7.27,1.108,0.303,0.035,0.038,9.086,0.456,0.0031,180,649,1588,8043,523,15,0.578,3962,676,735,6085,561,1129,5806,8.50,35.05,6791,11.6866,67303,2708,86594,474.2,-0.0,1007774,14.859,2631002.543,3.08e-14,0.00003,25.84,17059,19.274,1.720,17.240,0.314,19.274,2737,2704,2055,0.4258,0.979,1.027,1.240,1.189,0.986,1.159,7417.688,4155.795,12199.173,7360.694,4820.545,1372.593,764.789,624.447,0.528,0.482,0.393,0.610,0.181,0.225,2129,6864,0.4481,1.0000,1.0000,0.0608,0.9999,1.0000,0.6677,1.2146,1.0893,0.0280,0.0100,0.0155,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,412,1.0000,0.9634,0.9137,0.9987,0.0371,0.0508
57000,6900,2565,24991,37697,29431,12337,369,18544,1219,7,159940,2242097,17898.097,5496.353,0.2879,2618.603,0.060,0.775,0.074,0.091,0.469,0.371,1049,0.1380,0.7581,0.168,13.7,26.4,54.3,27.61,0.56,9.38,0.42,17.25,7.13,1.110,0.310,0.026,0.029,8.688,0.444,0.0032,183,653,1484,8052,525,12,0.430,3392,21,821,6058,415,803,5682,10.75,38.60,7359,10.6985,67197,2924,85937,485.3,-0.0,1009639,13.676,2631002.543,2.83e-15,0.00005,6.93,13791,17.270,1.727,15.300,0.243,17.271,1914,2870,2116,0.4616,0.984,1.013,1.262,1.220,0.987,1.178,7241.585,3846.855,8773.751,7190.819,4552.131,1359.081,859.141,659.528,0.510,0.496,0.389,0.495,0.172,0.211,2230,5143,0.4894,0.9999,1.0000,0.0678,1.0000,0.9999,0.7275,1.1971,1.0904,0.0342,0.0099,0.0145,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,674,0.9995,0.9525,0.9086,0.9986,0.0358,0.0438
58000,7987,3051,29757,48015,38710,17808,450,19599,1323,5,182192,2480664,21327.464,6490.448,0.2853,3241.206,0.049,0.781,0.076,0.094,0.472,0.368,986,0.1306,0.7649,0.161,14.0,26.3,59.9,28.88,0.65,9.85,0.29,18.09,7.21,1.101,0.311,0.027,0.032,8.891,0.455,0.0031,159,572,1341,9599,416,13,0.441,4070,54,994,6939,516,1215,6256,9.25,35.46,6954,12.3463,67244,2661,84923,501.8,-0.0,1011039,14.069,2631002.543,3.89e-15,0.00005,30.20,17213,18.982,1.727,16.927,0.328,18.983,2739,3087,2161,0.4628,0.966,1.013,1.294,1.172,0.986,1.174,7777.381,4254.869,11924.957,7730.324,4913.389,1579.553,926.299,743.389,0.529,0.495,0.391,0.541,0.167,0.178,2074,7189,0.4524,1.0000,0.9999,0.0654,0.9999,1.0000,0.6925,1.1976,1.0839,0.0330,0.0129,0.0136,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,554,1.0000,0.9488,0.9095,0.9989,0.0348,0.0441
59000,8439,2940,28807,49423,40772,20117,499,19517,1283,8,181303,2375683,21231.576,6477.704,0.2820,3282.386,0.056,0.771,0.073,0.100,0.467,0.371,890,0.1211,0.7566,0.161,15.0,28.0,62.4,30.11,0.69,9.41,0.47,19.54,7.17,1.109,0.289,0.031,0.036,9.028,0.421,0.0031,164,605,1337,8491,405,17,0.393,4225,96,1265,7078,527,1570,6342,8.25,34.75,6540,13.0553,67375,2909,83658,958.6,-0.0,1012500,14.274,2631002.543,4.07e-15,0.00000,16.19,17054,18.985,1.727,16.871,0.387,18.985,3304,3070,2065,0.4629,0.956,1.012,1.339,1.192,0.987,1.159,7388.943,4001.066,12616.413,7334.916,4562.633,1760.242,836.761,598.315,0.535,0.485,0.370,0.573,0.157,0.190,2061,7022,0.3766,0.9998,0.9998,0.0619,0.9998,0.9999,0.6975,1.1989,1.0653,0.0305,0.0143,0.0146,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,525,0.9995,0.9405,0.9039,0.9985,0.0363,0.0483
60000,8435,2983,29302,48068,39001,18333,433,20286,1455,4,175624,2497604,20528.358,6861.360,0.2952,3620.737,0.054,0.773,0.075,0.098,0.473,0.369,1004,0.1234,0.7650,0.166,14.2,27.6,59.0,29.06,0.60,9.20,0.36,18.90,7.14,1.094,0.298,0.030,0.033,8.837,0.438,0.0031,166,594,1448,9312,483,18,0.381,4326,203,1023,7209,622,1331,6482,9.06,36.13,7376,12.7140,67423,2969,82248,617.0,-0.0,1014697,14.518,2631002.543,2.97e-14,0.00013,15.16,17084,19.277,1.733,17.161,0.383,19.303,3032,3174,2229,0.4509,0.979,1.016,1.267,1.157,0.986,1.163,7921.721,4194.247,11383.756,7872.150,4893.189,1550.824,972.562,717.236,0.546,0.488,0.380,0.561,0.167,0.194,2134,6919,0.4138,1.0000,0.9997,0.0605,1.0000,0.9999,0.7019,1.1788,1.0709,0.0269,0.0145,0.0155,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,642,0.9993,0.9370,0.8951,0.9989,0.0341,0.0474
61000,7214,2732,29397,50228,41690,20430,401,20771,1429,13,170363,2483680,21343.608,6953.065,0.2873,3893.799,0.059,0.754,0.086,0.101,0.478,0.368,834,0.1377,0.7609,0.178,14.0,26.3,65.1,29.80,0.56,8.71,0.43,20.11,7.21,1.085,0.290,0.032,0.036,8.760,0.455,0.0032,172,595,1480,9548,460,19,0.405,3549,165,976,6073,629,789,5796,9.72,37.91,6530,12.2859,67553,2898,81191,862.5,-0.0,1017586,15.108,2631002.543,1.27e-14,0.00005,36.46,17259,19.691,1.731,17.691,0.268,19.691,2219,3004,1991,0.4888,0.974,1.006,1.248,1.159,0.987,1.151,7798.941,3975.396,12769.584,7747.608,4720.215,1405.249,996.453,657.564,0.537,0.492,0.400,0.579,0.171,0.240,2173,7765,0.4031,1.0000,0.9991,0.0627,0.9998,0.9999,0.6549,1.2133,1.0505,0.0214,0.0141,0.0195,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,640,0.9992,0.9406,0.8912,0.9993,0.0350,0.0546
62000,8352,2870,30749,48594,39449,17417,428,20944,1454,4,179414,2568364,20706.731,6333.664,0.2753,3246.690,0.051,0.775,0.085,0.089,0.484,0.363,1172,0.1208,0.7788,0.158,14.0,26.4,57.7,28.24,0.73,8.98,0.57,17.97,7.15,1.089,0.300,0.035,0.039,8.393,0.471,0.0033,160,549,1388,10021,502,17,0.389,4355,476,1675,6201,779,1029,6544,9.03,34.68,5784,10.4254,67488,2925,80320,559.7,-0.0,1020168,14.246,2631002.543,2.67e-14,0.00014,13.00,17288,19.222,1.726,17.134,0.362,19.222,2845,3099,2408,0.4453,0.971,1.025,1.247,1.142,0.985,1.159,8309.525,4459.701,10477.916,8260.904,5214.601,1281.292,1108.658,697.024,0.529,0.511,0.406,0.540,0.179,0.179,2037,6502,0.4360,1.0000,0.9999,0.0743,1.0000,0.9999,0.7463,1.1996,1.0765,0.0384,0.0150,0.0164,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,707,1.0000,0.9458,0.8974,0.9988,0.0301,0.0468
63000,8052,2787,27584,39277,30537,11335,358,20749,1487,2,179193,2482919,18418.996,5489.652,0.2856,2291.047,0.054,0.775,0.081,0.089,0.478,0.366,1202,0.1244,0.7764,0.145,13.5,26.0,51.9,26.37,0.48,9.23,0.41,16.24,7.06,1.098,0.313,0.033,0.040,8.332,0.464,0.0033,173,605,1391,10230,401,13,0.405,4121,26,1283,6743,275,752,7025,9.75,36.93,7124,9.8912,67430,2869,79858,368.7,-0.0,1020898,14.488,2631002.543,8.67e-15,0.00005,29.99,14176,18.406,1.722,16.359,0.325,18.406,1946,3594,2512,0.4913,0.970,1.005,1.282,1.209,0.984,1.175,8490.849,4472.888,6895.977,8441.723,5372.344,1297.015,1051.730,849.860,0.502,0.513,0.407,0.444,0.180,0.264,1950,4660,0.5636,1.0000,1.0000,0.0857,0.9999,0.9999,0.7427,1.2017,1.0488,0.0272,0.0135,0.0147,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,986,0.9996,0.9421,0.8723,0.9992,0.0332,0.0515
64000,8059,2771,28879,42140,33347,12891,370,21046,1393,7,163527,2469614,19418.596,5246.438,0.2885,2297.575,0.049,0.781,0.084,0.086,0.471,0.371,1164,0.1276,0.7835,0.144,12.8,26.3,51.1,26.61,0.46,8.35,0.50,17.31,7.11,1.085,0.292,0.026,0.030,8.193,0.461,0.0033,161,580,1384,9578,474,13,0.405,4128,50,1317,6692,285,1195,6579,9.98,37.51,8750,12.3863,67462,2949,80259,613.9,-0.0,1019466,14.338,2631002.543,6.02e-15,0.00027,25.46,14968,18.072,1.735,16.001,0.335,18.072,2178,3457,2424,0.5039,0.966,1.000,1.273,1.159,0.986,1.160,8393.832,4373.640,8257.549,8352.581,5106.040,1114.147,1040.631,794.085,0.497,0.514,0.380,0.476,0.169,0.198,2014,5790,0.5736,0.9999,0.9998,0.0884,1.0000,1.0000,0.7939,1.2013,1.0566,0.0254,0.0108,0.0155,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,636,0.9997,0.9464,0.8979,0.9987,0.0303,0.0542
65000,9193,3108,33963,61972,52551,27448,561,22102,1651,7,187058,2625508,23404.380,7659.001,0.2786,4401.596,0.062,0.755,0.096,0.087,0.476,0.370,1200,0.1139,0.7638,0.146,14.6,28.0,57.1,28.91,0.62,7.90,0.82,19.56,7.08,1.099,0.266,0.026,0.029,8.215,0.447,0.0032,155,551,1458,10376,539,13,0.381,4424,114,1532,7547,772,1548,6873,8.66,33.72,6455,12.3943,67396,3041,80109,815.2,-0.0,1021738,15.446,2631002.543,1.15e-14,0.00023,11.33,21728,21.776,1.734,19.605,0.438,21.776,3393,3350,2450,0.4369,0.979,1.023,1.294,1.163,0.988,1.163,8298.250,4412.094,14405.695,8248.803,5151.478,1384.779,1123.117,749.510,0.535,0.494,0.396,0.613,0.171,0.194,2072,8422,0.3559,1.0000,0.9999,0.0606,1.0000,1.0000,0.7151,1.2404,1.0627,0.0290,0.0155,0.0132,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264,647,1.0000,0.9511,0.8974,0.9991,0.0299,0.0498
66000,8159,2716,28904,44929,36029,15662,363,21189,1606,11,173391,2530896,19740.519,6240.305,0.2879,3120.544,0.055,0.785,0.077,0.083,0.473,0.374,865,0.1238,0.7715,0.142,14.0,26.6,58.9,28.61,0.51,8.04,0.64,19.42,7.17,1.092,0.280,0.025,0.031,8.201,0.432,0.0033,171,600,1369,10069,513,15,0.426,4036,199,777,7183,877,1133,6149,9.43,35.58,8042,12.6069,67438,2940,79178,585.7,-0.0,1022751,14.554,2631002.543,1.19e-14,0.00001,33.72,16418,19.319,1.725,17.240,0.354,19.319,2859,3124,2176,0.4694,0.961,1.012,1.289,1.157,0.984,1.163,7958.084,4298.877,9878.118,7907.971,5074.975,1343.968,913.325,862.467,0.523,0.499,0.393,0.527,0.157,0.239,2176,6446,0.4612,0.9999,0.9998,0.0765,1.0000,1.0000,0.7448,1.2486,1.0838,0.0213,0.0125,0.0172,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260,686,0.9998,0.9755,0.9107,0.9986,0.0312,0.0488
67000,7761,2833,31909,50849,40987,18502,438,21656,1704,5,202023,2609498,21570.748,6919.994,0.2733,3469.478,0.055,0.783,0.074,0.088,0.471,0.371,1133,0.1398,0.7646,0.139,14.0,26.3,54.5,27.91,0.72,9.11,0.49,17.59,7.05,1.093,0.304,0.028,0.034,8.552,0.457,0.0033,158,563,1371,11244,444,17,0.434,3912,1096,836,5829,513,1011,6237,9.62,35.71,8242,14.1880,67351,2713,78911,693.0,-0.0,1023429,15.133,2631002.543,6.55e-15,0.00014,9.25,18450,20.718,1.727,18.667,0.324,20.719,2716,2925,2120,0.4648,0.956,1.013,1.295,1.149,0.985,1.170,7526.318,4289.729,12608.219,7486.162,4945.846,1680.787,965.860,803.869,0.544,0.479,0.388,0.515,0.158,0.172,1961,8442,0.3937,0.9999,0.9995,0.0540,1.0000,0.9999,0.7140,1.2404,1.0680,0.0371,0.0162,0.0165,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261,500,0.9999,0.9601,0.9129,0.9992,0.0316,0.0452
68000,7042,2638,28443,44460,35627,15662,355,18490,1379,8,174684,2258756,19536.928,6117.261,0.2759,3104.777,0.055,0.785,0.078,0.082,0.458,0.380,777,0.1407,0.7642,0.150,14.5,26.9,52.9,27.14,0.79,9.18,0.74,16.42,6.97,1.124,0.301,0.035,0.044,8.471,0.441,0.0031,157,568,1316,9088,402,16,0.371,3774,348,601,6093,586,931,5525,10.44,38.18,8749,13.6155,67239,2747,79450,659.8,-0.0,1023829,13.207,2631002.543,1.66e-14,0.00024,20.48,16467,18.047,1.726,16.041,0.279,18.047,2573,2653,1816,0.4411,0.981,1.030,1.377,1.229,0.988,1.176,7039.372,3605.327,11466.199,7003.101,4172.405,1583.848,773.644,654.993,0.519,0.478,0.360,0.492,0.154,0.182,2085,8807,0.4353,1.0000,0.9994,0.0604,1.0000,0.9998,0.7479,1.2322,1.0813,0.0429,0.0192,0.0161,0.0000,0.3545,0.9508,0.0615,0.6783,0.9521,0.00263,478,0.9997,0.9429,0.9113,0.9988,0.0322,0.0529
69000,8008,2766,30228,50765,41835,20113,424,18528,1432,4,175132,2352159,20575.263,6577.458,0.2830,3480.015,0.052,0.786,0.073,0.089,0.466,0.376,881,0.1231,0.7674,0.144,14.0,27.5,61.0,28.72,0.76,8.49,0.51,18.96,7.09,1.114,0.280,0.037,0.040,8.484,0.419,0.0031,149,546,1209,8937,438,14,0.437,3860,25,934,7049,474,1618,5916,9.18,36.35,9067,14.7980,67264,2674,80297,820.2,-0.0,1022602,13.003,2631002.543,5.84e-15,0.00000,23.82,18170,18.392,1.723,16.349,0.320,18.392,3355,2752,1901,0.4565,0.956,1.024,1.364,1.200,0.987,1.146,7073.861,3702.435,12776.706,7035.934,4242.638,1751.048,788.532,557.863,0.509,0.493,0.370,0.547,0.140,0.173,2100,8828,0.3928,1.0000,1.0000,0.0534,1.0000,1.0000,0.7066,1.2844,1.1010,0.0344,0.0192,0.0152,0.0000,0.4988,0.9177,0.2122,0.7499,0.9592,0.00260,470,0.9999,0.9571,0.9180,0.9988,0.0304,0.0447
70000,7741,2606,29747,52500,43430,22316,437,19180,1413,8,173245,2407553,20537.097,6985.125,0.2909,3834.985,0.050,0.790,0.082,0.078,0.464,0.381,990,0.1281,0.7688,0.159,12.9,26.3,54.8,26.76,0.57,7.89,0.50,17.80,7.00,1.128,0.273,0.024,0.028,8.118,0.417,0.0031,153,575,1391,8880,523,15,0.478,3676,30,889,6822,849,1204,5688,11.27,39.38,8813,13.6775,67237,2697,80515,792.1,-0.0,1023907,13.560,2631002.543,1.10e-14,0.00005,7.77,18937,18.981,1.727,16.922,0.331,19.005,3017,2901,1823,0.4617,0.973,1.016,1.407,1.252,0.987,1.149,7248.375,3705.383,12974.140,7208.705,4189.238,1783.564,802.212,564.363,0.516,0.481,0.378,0.591,0.142,0.144,2119,9028,0.3298,1.0000,1.0000,0.0566,1.0000,0.9999,0.7575,1.2689,1.0886,0.0305,0.0139,0.0112,0.0000,0.0000,0.8614,0.0908,0.6505,0.9409,0.00259,385,0.9998,0.9678,0.9184,0.9987,0.0289,0.0438
71000,9578,3207,34272,60521,50952,25642,607,19554,1401,4,163948,2575815,23280.304,7506.928,0.2838,4598.768,0.047,0.781,0.090,0.082,0.472,0.376,753,0.1066,0.7665,0.158,14.0,28.2,62.4,29.12,0.64,8.02,0.70,19.76,6.93,1.146,0.262,0.033,0.037,8.218,0.417,0.0030,142,509,1329,9736,518,15,0.351,4679,170,1346,8062,772,2526,6280,8.55,33.33,8118,16.1246,67371,2703,80178,933.9,-0.0,1024032,13.670,2631002.543,1.12e-14,0.00019,33.11,22249,20.878,1.729,18.612,0.537,20.878,4770,2858,1950,0.4000,0.970,1.057,1.432,1.239,0.989,1.150,7171.584,3812.715,16475.854,7133.044,4270.174,1642.378,736.638,529.145,0.554,0.473,0.364,0.563,0.126,0.146,2030,11134,0.4233,1.0000,1.0000,0.0476,1.0000,0.9999,0.7037,1.2849,1.1052,0.0275,0.0106,0.0153,0.0000,0.7810,0.9584,0.1060,0.6708,0.9450,0.00259,342,1.0000,0.9708,0.9292,0.9988,0.0287,0.0478
72000,7395,2686,31622,53109,42587,20990,497,21657,1780,8,216525,2589108,20796.506,8358.032,0.2934,4387.223,0.059,0.784,0.082,0.074,0.456,0.385,1001,0.1485,0.7610,0.155,13.7,25.7,54.9,25.39,0.62,8.63,0.57,15.57,6.95,1.143,0.297,0.027,0.031,8.097,0.439,0.0032,167,582,1464,10275,399,15,0.437,3762,183,966,6246,457,799,6139,11.40,40.64,7095,11.9778,67478,2553,78613,532.7,-0.0,1029510,15.063,2631002.543,2.50e-14,0.00000,16.62,20534,21.196,1.727,19.156,0.313,21.196,2415,3024,1956,0.4581,0.987,1.019,1.458,1.340,0.989,1.137,7393.208,3726.002,13598.821,7351.579,4233.329,2461.478,898.827,610.504,0.522,0.461,0.359,0.553,0.132,0.170,2048,10029,0.4431,1.0000,1.0000,0.0502,1.0000,1.0000,0.7912,1.2349,1.0843,0.0353,0.0156,0.0192,0.0000,0.0000,0.8708,0.2621,0.6418,0.9529,0.00257,331,0.9997,0.9667,0.9275,0.9984,0.0288,0.0474
73000,7533,2716,27951,43613,34152,15228,434,18722,1499,8,177036,2221804,18869.664,6068.670,0.2890,2870.881,0.053,0.786,0.080,0.082,0.440,0.393,717,0.1381,0.7766,0.147,13.2,26.3,57.2,26.85,0.39,9.43,0.46,16.56,7.07,1.142,0.311,0.021,0.024,8.543,0.443,0.0031,165,571,1421,9029,469,14,0.405,3843,259,1142,6132,680,867,5986,10.92,39.34,8606,13.1749,67459,2795,78168,562.9,-0.0,1029076,13.062,2631002.543,5.66e-15,0.00027,18.56,15996,18.251,1.732,16.198,0.321,18.251,2490,2993,2050,0.4634,0.987,1.013,1.470,1.305,0.990,1.165,7343.555,3829.152,10034.833,7316.104,4389.607,1777.225,864.083,556.481,0.472,0.466,0.359,0.512,0.125,0.227,2001,7116,0.3679,1.0000,0.9991,0.0632,1.0000,0.9999,0.8002,1.2598,1.0925,0.0187,0.0089,0.0153,0.0000,0.2810,0.9234,0.0654,0.6275,0.9666,0.00262,468,0.9994,0.9616,0.9226,0.9986,0.0286,0.0523
74000,8201,3069,29944,48794,39197,18399,451,19248,1684,7,183264,2343291,20306.895,6926.202,0.2972,3521.555,0.055,0.776,0.082,0.087,0.453,0.383,955,0.1271,0.7670,0.137,14.0,27.5,63.4,27.93,0.67,8.39,0.48,18.39,7.02,1.164,0.284,0.030,0.034,8.530,0.446,0.0031,159,557,1313,10240,483,13,0.462,3995,272,957,6972,1000,1142,6059,9.28,34.81,9273,13.9167,67510,2784,78838,789.8,-0.0,1027957,13.485,2631002.543,7.26e-15,0.00003,35.96,17522,19.179,1.732,17.055,0.391,19.179,3001,3095,2105,0.4527,0.986,1.021,1.556,1.341,0.990,1.166,7729.669,4014.775,11561.923,7700.070,4566.457,1719.768,933.314,751.564,0.484,0.495,0.353,0.545,0.156,0.150,1968,7890,0.3879,1.0000,1.0000,0.0609,0.9999,1.0000,0.7286,1.2382,1.0628,0.0366,0.0073,0.0203,0.0000,0.7848,0.9663,0.1735,0.6720,0.9909,0.00263,447,0.9999,0.9590,0.9097,0.9990,0.0298,0.0402
