step,id,lineage,age,turns,mass,size,side,density,born_size,born_mass,born_hard,born_muscle,born_sensor,born_digestive,born_bite,hard,muscle,sensor,digestive,bite,bite_any,shell,speed,energy,fat,plant,meat,killed,scavenged,travel,path,worn,pace,place,born_place,temp,moist,height,medium,algae,detritus,water,drank,open_soft,cells
10000,1258923,993,606,463,27.30,26,6,1.050,26,27.30,0,9,0,17,0,0,9,0,17,0,0,1.00,0.330,0.000,4.968,22.381,0.000,0.000,0.000,1.52,4.25,0,0.766,14,14,30.5,0.000,-665,2,0.000,22.381,1.000,0,22,004444004444002444022244022244002244
10000,1258924,1,606,349,48.07,49,7,1.001,49,48.07,0,22,2,25,0,0,22,2,25,0,0,1.00,0.458,0.000,9.526,63.783,8.565,0.000,8.565,1.50,2.50,0,0.577,7,7,-0.2,0.561,433,0,0.000,0.000,1.000,0,28,4444444444444444222224423222442322244222224442222
10000,1258927,1,606,276,76.87,70,9,0.973,70,76.87,13,8,8,41,2,13,8,8,41,2,2,2.61,0.104,0.896,46.593,58.984,0.000,0.000,0.000,9.50,9.50,0,0.456,14,14,31.3,0.000,-401,1,58.984,0.000,1.000,0,44,444111111444441111444100114444030004442333004442333004442223044444222444444444444
10000,1258932,1074,606,606,14.69,17,6,1.049,17,14.69,0,2,6,9,0,0,2,6,9,0,0,1.00,0.136,1.028,5.479,18.235,6.465,5.805,0.661,2.47,11.00,0,1.000,5,8,36.9,0.974,100,0,0.000,0.000,1.000,0,20,000444000444000244000243000033000333
10000,1258938,1,606,360,45.25,49,7,0.984,49,45.25,0,18,6,25,0,0,18,6,25,0,0,1.00,0.398,0.000,14.397,33.637,0.234,0.234,0.000,2.30,12.75,0,0.595,10,10,20.5,0.000,-30,1,33.637,0.000,1.000,0,28,4444444442224442222244223224422332442233244443444
10000,1258946,1,606,343,49.75,46,7,1.081,49,52.99,0,7,0,42,0,0,7,0,39,0,0,1.00,0.141,0.000,9.485,56.424,13.965,0.000,13.965,0.00,0.00,0,0.567,6,6,1.7,0.838,109,0,0.000,0.000,1.000,0,28,0004444444444444444444444444444444422244442222444
10000,1258947,1,606,447,27.04,25,6,1.040,30,32.24,1,15,0,14,5,1,11,0,13,0,5,1.17,0.407,0.000,17.018,30.480,4.535,1.594,2.941,8.75,9.00,0,0.769,8,8,21.6,0.952,1250,0,0.000,0.000,1.000,0,34,000022022222440022440002444402444441
10000,1258968,1091,605,297,53.57,38,7,1.165,49,66.38,9,32,2,6,6,9,21,2,6,0,6,2.29,0.392,0.000,10.928,18.481,11.272,9.234,2.038,50.00,50.00,0,0.547,11,14,27.4,0.000,-159,2,0.000,18.481,1.000,0,22,0000022000222200022222223222442322244111124411111
10000,1258975,993,605,504,21.17,20,6,1.058,23,24.34,0,4,0,19,0,0,3,0,17,0,0,1.00,0.142,1.877,14.799,27.988,1.803,0.190,1.613,4.51,11.25,1,0.869,14,14,30.9,0.000,-272,2,0.000,27.988,1.000,0,20,004440004440004444002444002244000044
10000,1258986,1,605,432,27.31,31,8,0.958,49,43.60,1,13,9,26,0,1,10,7,13,0,0,1.00,0.366,0.000,2.963,24.097,0.000,0.000,0.000,5.52,6.00,0,0.765,14,14,34.3,0.000,-271,1,24.097,0.000,1.000,0,48,3300000033334440031004400200004002000040022004402220044022204400
10000,1258987,1,605,353,46.95,49,7,0.999,49,46.95,0,13,4,32,0,0,13,4,32,0,0,1.00,0.277,3.165,29.875,43.278,23.431,23.431,0.000,10.97,16.00,0,0.584,11,11,38.1,0.000,-46,1,43.278,0.000,1.000,0,28,4444444444444444444444444444433334422222242222222
10000,1259000,1,604,369,42.65,48,7,0.908,49,43.56,0,24,2,23,0,0,24,2,22,0,0,1.00,0.563,0.000,3.631,40.906,0.000,0.000,0.000,2.24,3.00,1,0.612,11,11,37.8,0.000,-44,1,40.906,0.000,1.000,0,32,4444444222440422224442222244222234422223442222444
10000,1259003,1090,604,411,34.50,36,6,1.045,36,34.50,0,16,6,14,0,0,16,6,14,0,0,1.00,0.464,0.000,34.498,47.245,0.097,0.000,0.097,23.54,61.25,0,0.681,14,14,36.4,0.000,-541,2,0.000,47.245,1.000,0,24,444444442244422224322224322224332233
10000,1259017,1,604,505,22.81,23,7,0.992,23,22.81,0,13,0,10,0,0,13,0,10,0,0,1.00,0.570,3.717,38.761,53.265,0.000,0.000,0.000,4.27,5.50,0,0.838,11,11,36.8,0.000,-87,1,53.265,0.000,1.000,0,32,4400000440000044000004402000402200042222002222220
10000,1259032,1,604,571,15.56,18,6,0.973,28,24.81,0,11,5,12,0,0,9,4,5,0,0,1.00,0.578,0.000,18.723,28.825,6.891,6.891,0.000,26.50,51.50,0,1.000,13,14,21.0,0.000,-555,1,28.825,0.000,1.000,0,26,440000440000042203002223002223000023
10000,1259033,1,604,406,33.05,36,7,0.918,39,35.80,0,14,0,25,0,0,14,0,22,0,0,1.00,0.424,2.004,14.614,33.274,0.872,0.000,0.872,14.92,18.00,0,0.696,6,6,1.8,0.260,346,0,0.000,0.000,1.000,0,50,4440004444044440000044022204402220442222244422244
10000,1259036,1127,603,306,62.09,49,7,1.280,49,62.09,0,0,1,48,0,0,0,1,48,0,0,1.00,0.000,0.000,15.136,12.244,11.838,0.000,11.838,0.00,0.00,0,0.508,3,3,-3.7,0.108,11,0,0.000,12.244,1.000,0,28,4444444444444444444444443444444444444444444444444
10000,1259037,1,603,322,55.87,46,7,1.215,49,59.52,0,32,0,17,0,0,32,0,14,0,0,1.00,0.573,2.930,28.515,20.402,44.462,32.562,11.900,2.50,8.50,0,0.535,7,7,0.6,0.506,277,0,0.000,0.000,1.000,0,28,4444440222244022222402222224222222422222242222244
10000,1259045,1,603,350,47.45,49,7,0.999,49,47.45,0,14,3,32,0,0,14,3,32,0,0,1.00,0.295,0.000,12.894,27.859,0.000,0.000,0.000,10.20,13.50,0,0.581,11,11,36.5,0.000,-53,1,27.859,0.000,1.000,0,28,4444444444444444444444444444443334422222222222222
10000,1259053,1,603,358,45.25,49,7,0.984,49,45.25,0,18,6,25,0,0,18,6,25,0,0,1.00,0.398,1.173,29.912,38.282,0.000,0.000,0.000,9.78,12.50,0,0.595,10,8,15.1,0.000,-99,1,38.282,0.000,1.000,0,28,4444444442224442222244223224422332442233244443444
10000,1259076,1,602,522,20.67,19,7,0.984,20,21.65,2,5,0,13,3,2,5,0,12,0,3,1.45,0.242,0.000,1.896,21.106,0.452,0.000,0.452,7.08,14.25,0,0.880,6,11,18.0,0.129,34,0,21.105,0.000,1.000,0,18,0044400444444044220004222100000100000000000000000
10000,1259084,1,602,427,30.98,30,7,1.033,34,35.11,0,16,0,18,0,0,16,0,14,0,0,1.00,0.516,2.279,38.968,72.600,28.779,17.515,11.264,5.26,11.00,0,0.719,7,7,2.6,0.425,317,0,0.000,0.000,1.000,0,36,4000044444444444200004220000222000022222004222220
10000,1259093,1,602,273,61.80,65,10,0.951,100,95.07,0,53,0,47,0,0,27,0,38,0,0,1.00,0.437,0.000,4.017,26.034,92.964,83.318,9.646,5.15,7.25,0,0.509,7,7,33.1,0.348,296,0,0.000,0.000,1.000,0,40,0000002220000002222000000222200000042220400004422044444442204444444220444444422044444442204444442220
10000,1259099,1,602,391,36.42,40,8,0.958,43,39.29,0,17,4,22,0,0,17,4,19,0,0,1.00,0.467,0.000,3.899,36.514,3.342,3.342,0.000,5.50,5.50,0,0.663,14,14,37.4,0.000,-454,1,36.514,0.000,1.000,0,46,0004444433344444223000442220000422200004222000042220004422200044
10000,1259100,6,602,285,62.38,56,8,1.114,64,71.29,0,33,0,31,0,0,33,0,23,0,0,1.00,0.529,0.000,24.307,41.421,0.000,0.000,0.000,3.72,31.25,0,0.506,7,7,15.7,0.599,207,0,0.000,0.000,1.000,0,32,4444440044444400442224004222220022222244222222242222224422222244
10000,1259112,1000,601,575,11.08,10,6,0.923,18,18.47,2,8,0,8,0,2,7,0,1,3,3,1.81,0.632,0.000,4.711,25.166,10.404,10.404,0.000,14.09,95.75,0,1.000,14,14,37.7,0.000,-1015,1,25.166,0.000,1.000,0,13,000000000100000100000204000222000222
10000,1259114,1,601,357,45.25,49,7,0.984,49,45.25,0,18,6,25,0,0,18,6,25,0,0,1.00,0.398,2.022,30.332,63.889,0.000,0.000,0.000,12.04,34.50,0,0.595,14,14,29.9,0.000,-643,1,63.889,0.000,1.000,0,28,4444444442224442222244223224422332442233244443444
10000,1259125,1,601,522,19.76,19,6,1.040,24,24.96,0,17,0,7,0,0,12,0,7,0,0,1.00,0.607,2.663,35.550,53.100,7.473,0.000,7.473,14.41,20.25,0,0.900,7,8,20.4,0.679,671,0,0.000,0.000,1.000,0,36,222200222200440020400002400002440042
10000,1259137,1,601,354,46.01,31,7,0.958,31,46.01,17,6,0,8,3,17,6,0,8,0,3,5.46,0.130,0.000,6.446,9.626,8.676,8.676,0.000,2.00,2.00,0,0.590,11,11,29.6,0.000,-117,1,9.626,0.000,1.000,0,14,0000000044440044411104211111221111122211110000000
10000,1259140,1,601,502,18.96,18,6,0.998,36,36.42,1,15,1,19,0,1,7,0,10,0,1,1.09,0.369,2.408,11.866,42.608,5.362,5.362,0.000,13.64,19.25,0,0.919,14,11,32.6,0.000,-227,1,42.608,0.000,1.000,0,21,000444000444000444000124002222022000
10000,1259158,1000,600,523,21.05,19,6,1.002,19,21.05,2,5,0,12,2,2,5,0,12,0,2,1.45,0.238,0.000,5.241,21.543,0.101,0.000,0.101,27.06,34.50,0,0.872,14,14,35.2,0.000,-872,2,0.000,21.543,1.000,0,17,004444000444000444000224000224000211
10000,1259162,1128,600,449,23.89,31,8,0.810,44,34.42,0,12,3,29,0,0,3,3,25,0,0,1.00,0.126,0.000,5.726,21.233,4.347,0.000,4.347,3.91,15.25,0,0.818,7,7,45.2,0.152,420,0,0.000,0.000,1.000,0,30,0000004400000444000004440000044400000444000044440222444400444333
10000,1259165,857,600,264,82.24,78,9,1.054,81,85.40,0,24,0,57,0,0,24,0,54,0,0,1.00,0.292,1.083,7.001,27.228,1.121,0.000,1.121,9.52,17.00,0,0.441,14,14,38.1,0.000,-928,2,0.000,27.228,1.000,0,38,444440004444444444444444444444222244442222244442222224442222224444422244444444444
10000,1259177,1,599,347,47.45,49,7,0.999,49,47.45,0,14,3,32,0,0,14,3,32,0,0,1.00,0.295,0.000,20.549,47.302,1.549,1.469,0.080,6.17,10.00,0,0.581,11,11,36.6,0.000,-8,1,47.302,0.000,1.000,0,28,4444444444444444444444444444443334422222222222222
10000,1259181,1,599,339,49.66,54,8,0.920,54,49.66,0,22,0,32,0,0,22,0,32,0,0,1.00,0.443,5.037,2.669,37.017,8.878,8.878,0.000,7.04,14.00,0,0.568,10,10,16.9,0.000,-83,1,37.017,0.000,1.000,0,52,4444444444400444440000444402200444222204422222244222222444222244
10000,1259192,1,599,426,31.20,29,6,1.040,30,32.24,1,15,0,14,5,1,14,0,14,0,5,1.17,0.449,0.000,9.484,24.576,2.036,1.161,0.875,10.44,15.75,0,0.716,8,11,31.1,0.800,1000,0,0.000,0.000,1.000,0,36,202222422222440022440002444402444441
10000,1259206,127,598,486,24.18,19,7,1.273,19,24.18,0,0,0,19,0,0,0,0,19,0,0,1.00,0.000,0.000,32.187,43.616,9.572,0.000,9.572,0.00,0.00,0,0.813,11,11,22.4,0.000,-35,2,0.000,43.616,1.000,0,26,4444444444444444000044000000400000000000000000000
10000,1259207,1,598,348,47.22,49,7,0.984,49,47.22,0,22,2,25,0,0,22,2,25,0,0,1.00,0.466,0.329,10.494,31.098,0.000,0.000,0.000,9.06,40.75,0,0.582,13,13,20.1,0.000,-329,1,31.098,0.000,1.000,0,28,4444444442222442222244223224422322442222244444444
10000,1259210,1,598,357,44.66,45,7,0.992,45,44.66,0,15,0,30,0,0,15,0,30,0,0,1.00,0.336,2.602,14.450,35.977,0.000,0.000,0.000,4.26,26.00,0,0.599,11,11,27.2,0.000,-154,1,35.977,0.000,1.000,0,38,4444444444444444444444440044442200422222242222222
10000,1259217,6,598,353,45.75,49,7,1.064,49,45.75,0,9,12,28,0,0,9,12,28,0,0,1.00,0.197,0.000,7.298,26.016,0.325,0.000,0.325,20.50,20.50,0,0.591,14,14,36.3,0.000,-422,2,0.000,26.016,1.000,0,28,4444444444444444222444322244432224433333443333344
10000,1259231,1,598,352,46.04,44,7,1.046,44,46.04,0,14,0,30,0,0,14,0,30,0,0,1.00,0.304,0.000,29.181,47.462,0.673,0.406,0.267,12.54,16.50,0,0.590,7,7,1.9,0.320,105,0,0.000,0.000,1.000,0,32,4444444044444400444440024444222244422224442222244
10000,1259265,1,597,386,36.06,29,7,1.243,40,49.11,0,24,1,15,0,0,15,0,14,0,0,1.00,0.416,0.000,32.446,52.804,4.199,0.000,4.199,0.00,0.00,0,0.666,8,7,10.8,0.819,331,0,0.000,0.000,1.000,0,36,0444444000444400000440222204022222402222220000000
10000,1259266,1,597,378,34.70,35,7,0.991,44,43.62,0,34,0,10,0,0,25,0,10,0,0,1.00,0.720,1.372,8.194,17.305,62.793,62.517,0.275,1.12,23.00,0,0.679,11,7,30.2,0.000,-2,1,17.305,0.000,1.000,0,44,2000222200022420002242222204222220022220044244444
10000,1259276,6,596,365,39.52,45,7,1.013,49,43.58,0,7,12,30,0,0,7,12,26,0,0,1.00,0.177,1.327,21.690,28.267,7.708,0.000,7.708,9.25,9.25,0,0.636,11,11,38.0,0.000,-127,2,0.000,28.267,1.000,0,32,4440044442004443322444332244333224433344443344444
10000,1259282,6,596,402,35.02,35,6,1.000,35,35.02,0,16,0,19,0,0,16,0,19,0,0,1.00,0.457,1.679,35.845,44.842,3.139,1.423,1.716,9.57,52.25,0,0.676,7,11,41.8,0.855,0,0,0.000,44.842,1.000,0,26,444444244444222244222244222244222044
10000,1259297,1,596,397,13.77,14,7,0.984,49,47.22,0,22,2,25,0,0,4,0,10,0,0,1.00,0.290,2.948,9.770,33.250,0.000,0.000,0.000,10.12,19.50,0,1.000,11,11,34.8,0.000,-139,1,33.250,0.000,1.000,0,18,4400000440000042000004200000420000042000004400000
10000,1259301,1,596,305,60.90,64,8,0.952,64,60.90,0,10,0,54,0,0,10,0,54,0,0,1.00,0.164,0.000,6.538,23.275,10.991,3.013,7.978,1.90,2.50,0,0.513,8,8,11.3,0.836,875,0,0.000,0.000,1.000,0,32,4224444422224444222444442444444444444444444444444444444444444444
10000,1259304,1,596,293,65.98,42,7,1.138,42,65.98,16,0,0,26,0,16,0,0,26,0,0,3.82,0.000,0.000,23.870,43.771,10.079,0.000,10.079,0.00,0.00,0,0.492,6,6,1.2,0.598,113,0,0.000,0.000,1.000,0,29,4444444444444444404444111004111100411110041111144
10000,1259310,350,595,327,50.86,47,7,1.082,49,53.03,0,11,0,38,0,0,11,0,36,0,0,1.00,0.216,0.619,13.913,7.331,19.245,2.064,17.180,0.75,0.75,0,0.561,11,5,23.9,0.000,-7,2,0.000,7.331,1.000,0,28,0444444044444444444444444444444444224444222222222
10000,1259312,1,595,265,69.64,58,9,0.954,81,91.58,15,42,0,24,0,15,19,0,24,2,2,2.28,0.273,0.000,9.825,30.242,2.055,0.780,1.275,12.55,15.00,0,0.479,8,7,25.9,0.636,465,0,0.000,0.000,1.000,0,28,000000000000000000044110000444111222444111122444111122444411222444442222444422222
10000,1259316,1,595,410,33.55,25,7,0.958,26,34.51,10,6,0,10,3,10,6,0,9,0,3,3.05,0.179,0.000,2.298,21.809,0.000,0.000,0.000,2.00,2.00,0,0.691,11,11,29.3,0.000,-171,1,21.809,0.000,1.000,0,16,0004000444440044111004211100221110022210000000000
10000,1259323,1,595,457,27.04,24,6,1.040,25,28.08,2,14,0,9,4,2,13,0,9,0,4,1.38,0.481,2.560,28.862,38.466,1.243,0.000,1.243,1.80,3.00,0,0.769,8,11,21.8,0.721,783,0,0.000,0.000,1.000,0,36,202222422222440022400002400001444041
10000,1259343,1,594,390,33.58,37,7,0.973,49,45.26,0,19,5,25,0,0,16,5,16,0,0,1.00,0.477,0.000,1.016,23.403,5.963,5.003,0.960,9.01,26.50,0,0.690,3,11,30.0,0.428,66,0,20.530,0.000,1.000,0,26,0444444042222402222240023324002332400223240004444
10000,1259347,1000,594,507,21.29,21,7,1.014,23,23.32,0,8,0,15,0,0,8,0,13,0,0,1.00,0.376,0.000,5.754,26.601,0.285,0.000,0.285,12.49,19.00,0,0.867,14,14,30.9,0.000,-568,2,0.000,26.601,1.000,0,24,0004004000444400004440000244000022400002240000222
10000,1259353,1,594,340,48.77,49,7,0.995,49,48.77,0,23,0,26,0,0,23,0,26,0,0,1.00,0.472,0.000,11.563,45.503,6.202,0.000,6.202,5.37,25.25,0,0.573,7,7,32.2,0.290,183,0,0.000,0.000,1.000,0,28,4444444244444422444442222444222224422222442222224
10000,1259354,6,594,434,29.95,31,6,0.998,31,29.95,0,18,2,11,0,0,18,2,11,0,0,1.00,0.601,0.000,17.593,27.454,0.774,0.774,0.000,2.12,13.00,0,0.731,11,11,38.1,0.000,-86,1,27.454,0.000,1.000,0,36,222444222244200224202224300244322244
10000,1259360,1,594,345,47.22,49,7,0.984,49,47.22,0,22,2,25,0,0,22,2,25,0,0,1.00,0.466,0.000,25.780,40.165,4.353,4.353,0.000,12.21,23.50,0,0.582,14,11,31.6,0.000,-541,1,40.165,0.000,1.000,0,28,4444444442222442222244223224422322442222244444444
10000,1259366,1,594,299,62.46,66,9,0.946,81,76.65,0,33,0,48,0,0,18,0,48,0,0,1.00,0.288,0.000,13.016,40.540,14.819,0.000,14.819,5.77,7.25,0,0.506,7,7,33.3,0.332,357,0,0.000,0.000,1.000,0,34,000000000444000000444442222444444222444444422444444422444444422444444422444444222
10000,1259376,1,593,306,60.09,64,8,0.939,64,60.09,0,31,0,33,0,0,31,0,33,0,0,1.00,0.516,0.000,1.951,29.002,5.838,3.564,2.275,0.00,3.50,0,0.516,4,4,-3.7,0.684,394,0,0.000,0.000,1.000,0,32,4444444444444444444444444222244422222244222222242222222422222224
10000,1259383,1,593,378,37.31,33,6,1.066,36,40.51,2,8,0,26,4,2,5,0,26,0,2,1.33,0.134,0.000,13.120,24.282,7.473,1.756,5.717,8.17,10.75,0,0.655,8,8,20.8,0.869,1288,0,0.000,0.000,1.000,0,20,142000444222444442444444444444444441
10000,1259390,1,593,518,20.67,19,7,0.984,20,21.65,2,5,0,13,3,2,5,0,12,0,3,1.45,0.242,0.000,10.578,27.454,1.481,1.481,0.000,3.58,4.75,0,0.880,11,11,31.4,0.000,-6,1,27.454,0.000,1.000,0,20,0440400444444044220004222100000100000000000000000
10000,1259398,1,592,331,50.87,48,7,1.060,49,51.93,0,24,0,25,0,0,24,0,24,0,0,1.00,0.472,2.026,2.719,23.054,5.489,4.091,1.398,11.57,14.75,0,0.561,11,11,24.6,0.000,-77,2,0.000,23.054,1.000,0,28,4444440444444444444444222244222222422222222222222
10000,1259409,1,592,353,44.76,30,7,1.243,30,44.76,6,17,0,7,3,6,17,0,7,0,3,2.04,0.380,1.031,18.318,18.562,4.457,0.762,3.695,0.50,0.50,0,0.598,7,7,10.3,0.900,288,0,0.000,0.000,1.000,0,20,0000000000000400000440222244222222422222142211111
10000,1259411,1,592,499,10.99,12,7,0.999,49,46.95,0,13,4,32,0,0,2,2,8,0,0,1.00,0.182,1.537,1.046,27.717,4.613,4.565,0.048,6.39,8.75,0,1.000,11,11,38.0,0.000,-34,1,27.717,0.000,1.000,0,16,0004400000440000044000004400000330000022000000000
10000,1259431,1077,591,591,14.16,14,6,1.049,14,14.16,0,10,1,3,0,0,10,1,3,0,0,1.00,0.706,0.000,25.056,26.428,11.313,9.510,1.804,9.50,74.25,0,1.000,14,14,26.2,0.000,-501,2,0.000,26.428,1.000,0,20,000004000004000003000224002222002222
10000,1259432,1,591,249,87.57,46,7,1.191,49,91.14,29,4,3,13,2,29,2,3,12,2,2,8.21,0.023,0.000,13.905,19.144,9.003,8.741,0.261,1.50,1.50,0,0.427,11,11,19.9,0.000,-90,2,0.000,19.144,1.000,0,11,1111111311111131111113114111114441124444102444400
10000,1259435,1,591,349,45.25,47,7,0.984,49,47.22,0,22,2,25,0,0,22,2,23,0,0,1.00,0.486,0.000,0.193,28.713,3.790,3.790,0.000,4.85,5.75,0,0.595,5,11,33.0,1.000,2,0,28.713,0.000,1.000,0,30,4444004442222442222244223224422322442222244444444
10000,1259446,1,591,340,47.13,52,8,0.906,55,49.85,0,15,0,40,0,0,15,0,37,0,0,1.00,0.318,2.679,35.404,57.272,0.000,0.000,0.000,7.27,11.25,0,0.583,11,14,38.0,0.000,-119,1,57.272,0.000,1.000,0,44,0004444444444444444444442220044422200444222004442220044422204444
10000,1259448,1077,591,590,9.90,8,6,1.100,14,16.50,1,4,0,9,2,1,2,0,5,0,0,1.43,0.202,1.261,12.121,22.021,3.861,1.548,2.313,3.64,14.50,0,1.000,14,14,24.3,0.000,-639,2,0.000,22.021,1.000,0,15,000000000000000000000140002044002044
10000,1259460,1,590,332,50.42,49,7,1.061,49,50.42,0,22,3,24,0,0,22,3,24,0,0,1.00,0.436,0.000,11.867,29.346,1.446,1.278,0.168,18.58,45.25,0,0.563,14,14,28.4,0.000,-382,2,0.000,29.346,1.000,0,28,4444444444444444444442333444222222222222222222222
10000,1259485,1123,589,305,38.34,38,8,1.009,64,64.57,0,0,0,64,0,0,0,0,38,0,0,1.00,0.000,0.000,6.688,19.950,3.601,0.000,3.601,0.00,0.00,0,0.646,11,11,38.1,0.000,-129,2,0.000,19.950,1.000,0,26,0000444400004444000444440004444400044444000444440004444400044444
10000,1259487,1,589,285,59.85,61,9,0.981,81,79.47,0,15,0,66,0,0,3,0,58,0,0,1.00,0.050,4.622,42.885,117.345,7.143,0.000,7.143,4.75,4.75,0,0.517,7,7,25.3,0.486,573,0,0.000,0.000,1.000,0,34,000444000444444400444444400444444400444444400444444400444444400444444420444444220
10000,1259489,1,589,293,64.56,64,8,1.041,64,64.56,0,18,4,42,0,0,18,4,42,0,0,1.00,0.279,0.000,34.043,32.732,15.333,4.692,10.641,2.80,3.25,0,0.498,11,11,34.8,0.000,-99,2,0.000,32.732,1.000,0,32,4444444444444444444444444444444442333444222234442222224422222224
10000,1259494,1123,589,487,11.69,14,7,0.835,49,40.91,0,23,0,26,0,0,2,0,12,0,0,1.00,0.171,0.000,7.349,60.204,8.714,8.714,0.000,10.08,31.25,0,1.000,11,14,32.3,0.000,-109,1,60.204,0.000,1.000,0,18,0000040000044400004440000444000024400002000000000
10000,1259508,103,589,277,71.97,64,8,1.107,64,71.97,1,24,0,39,0,1,24,0,39,0,0,1.00,0.333,5.130,35.956,21.527,25.761,5.867,19.895,2.15,3.00,0,0.472,11,11,35.0,0.000,-111,2,0.000,21.527,1.000,0,32,4444444444444444444424444422224444222224422222244422221444222244
10000,1259514,1074,589,536,19.25,22,6,0.987,22,19.25,0,6,5,11,0,0,6,5,11,0,0,1.00,0.312,2.304,17.779,41.773,0.788,0.788,0.000,15.22,27.50,0,0.912,11,14,29.8,0.000,-117,1,41.773,0.000,1.000,0,28,224444000444002244002244000033000333
10000,1259516,6,589,398,33.86,32,6,1.092,35,37.13,0,26,2,7,0,0,23,2,7,0,0,1.00,0.679,0.088,31.010,36.153,5.904,4.730,1.174,26.99,81.75,0,0.687,14,14,30.6,0.000,-966,2,0.000,36.153,1.000,0,30,220044220244220224222224222224222233
10000,1259531,1,588,305,59.30,49,7,1.210,49,59.30,0,27,0,22,0,0,27,0,22,0,0,1.00,0.455,0.000,6.073,24.235,2.719,0.000,2.719,5.10,30.50,0,0.519,7,7,0.2,0.492,310,0,0.000,0.000,1.000,0,28,4444444222444422222442222244222224422222442222444
10000,1259534,1,588,281,69.82,49,7,1.204,49,69.82,9,7,0,33,0,9,7,0,33,0,0,1.86,0.100,1.757,36.166,30.862,3.703,2.439,1.264,4.51,5.25,0,0.479,11,11,37.9,0.000,-84,2,0.000,30.862,1.000,0,25,4444444444444444444442441444221144422111442211144
10000,1259540,1,588,584,0.93,1,8,0.932,62,57.78,0,33,0,29,0,0,0,0,1,0,0,1.00,0.000,0.000,3.676,13.935,0.000,0.000,0.000,1.75,1.75,0,1.000,11,11,37.2,0.000,-34,1,13.935,0.000,1.000,0,4,0000000000000000000000000000000000000000000000000000000400000000
10000,1259542,1,588,306,50.47,49,8,1.030,64,65.92,0,17,0,47,0,0,13,0,36,0,0,1.00,0.258,0.000,25.081,39.777,0.996,0.000,0.996,1.60,7.25,1,0.563,14,14,35.7,0.000,-268,2,0.000,39.777,1.000,0,34,4444400044444444444444444422444044222440422222404422024000000400
10000,1259550,1,588,349,45.25,49,7,0.984,49,45.25,0,18,6,25,0,0,18,6,25,0,0,1.00,0.398,0.000,43.496,52.271,0.000,0.000,0.000,15.05,39.75,0,0.595,14,14,36.7,0.000,-772,1,52.271,0.000,1.000,0,28,4444444442224442222244223224422332442233244443444
10000,1259562,1,588,309,57.60,49,7,0.914,49,57.60,14,9,0,26,3,14,9,0,26,0,3,3.50,0.156,0.668,7.541,20.814,0.000,0.000,0.000,1.27,1.50,0,0.527,11,11,38.1,0.000,-149,1,20.814,0.000,1.000,0,20,4444444444444444222444422224442211441111114111111
10000,1259564,6,588,419,28.96,26,6,1.073,36,39.69,2,23,2,9,5,2,13,2,9,4,4,1.38,0.449,1.571,28.396,44.067,1.638,0.959,0.678,39.08,62.25,0,0.743,14,14,38.2,0.000,-808,2,0.000,44.067,1.000,0,23,001144002444002244002224222224220033
10000,1259566,1,588,340,47.07,48,7,1.001,49,48.07,0,22,2,25,0,0,22,2,24,0,0,1.00,0.467,0.000,15.916,51.942,10.780,0.000,10.780,0.50,0.50,1,0.583,7,7,0.2,0.535,408,0,0.000,0.000,1.000,0,30,4444444044444444222224423222442322244222224442222
10000,1259571,1,588,401,34.40,33,7,1.042,33,34.40,0,9,0,24,0,0,9,0,24,0,0,1.00,0.262,0.000,36.527,69.110,29.486,0.876,28.611,5.30,6.00,0,0.682,8,8,44.7,0.748,1051,0,0.000,0.000,1.000,0,40,4422222444422244000024400000444000044440004444444
10000,1259576,1,587,354,37.74,40,7,1.006,49,46.79,0,16,5,28,0,0,14,5,21,0,0,1.00,0.371,0.000,34.962,43.705,0.932,0.000,0.932,7.21,13.00,0,0.651,8,7,3.2,0.755,380,0,0.000,0.000,1.000,0,28,4444400442220042222004223200422332044233444444444
10000,1259578,1,587,435,24.96,23,6,1.040,30,32.24,1,15,0,14,5,1,8,0,14,0,2,1.17,0.321,0.000,7.384,30.280,4.467,4.230,0.237,10.78,29.00,0,0.801,8,8,73.1,1.000,637,0,0.000,0.000,1.000,0,36,200200422200440020440002444402444441
10000,1259589,1,587,587,3.32,3,8,1.107,6,6.64,0,0,0,6,0,0,0,0,3,0,0,1.00,0.000,0.000,0.929,13.214,5.399,3.663,1.735,0.00,0.00,1,1.000,7,7,1.1,0.485,354,0,0.000,0.000,1.000,0,8,0000000000000000000000000000000000000000000000000000000044400000
10000,1259598,1,587,343,46.79,49,7,1.006,49,46.79,0,16,5,28,0,0,16,5,28,0,0,1.00,0.342,0.000,4.116,28.988,0.866,0.000,0.866,1.25,1.25,0,0.585,6,6,1.0,0.297,333,0,0.000,0.000,1.000,0,28,4444444442224442222244223224422332444233444444444
10000,1259612,1,586,303,59.75,56,8,1.067,56,59.75,0,16,0,40,0,0,16,0,40,0,0,1.00,0.268,0.000,2.832,19.506,0.446,0.000,0.446,0.00,0.00,0,0.517,10,10,16.9,0.000,-82,2,0.000,19.506,1.000,0,36,4400004444000044442222444422224444222244442222444444444444444444
10000,1259622,1121,586,259,81.74,64,8,1.277,64,81.74,0,37,0,27,0,0,37,0,27,0,0,1.00,0.453,0.000,5.023,13.871,6.498,2.887,3.612,8.07,12.50,0,0.442,11,11,29.2,0.000,-51,2,0.000,13.871,1.000,0,32,2222222222222222222444422244444422444444224444442224444422222222
