step,id,lineage,age,turns,mass,size,side,density,born_size,born_mass,born_hard,born_muscle,born_sensor,born_digestive,born_bite,hard,muscle,sensor,digestive,bite,bite_any,shell,speed,energy,fat,plant,meat,killed,scavenged,travel,path,worn,pace,place,born_place,temp,moist,height,medium,algae,detritus,water,drank,open_soft,breath,inhaled,breed,share,store,kids,btemp,warmed,cooled,wood,load,cells
10000,1640203,1,375,323,11.84,14,9,0.845,41,34.66,0,10,0,31,0,0,10,0,4,0,0,1.00,0.845,0.000,11.605,46.904,4.930,4.384,0.545,73.00,73.00,0,1.000,14,11,30.7,0.000,-291,1,46.904,0.000,1.000,285,20,1.000,85,0.1000,0.5000,5.000,6,22.50,0.0000,0.0000,0.000,0.00,222200000222000000224400000240000000040000000000000000000000000000000000000000000
10000,1640220,1,374,374,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.045,16.000,19.685,3.153,2.954,0.199,24.25,24.25,0,1.000,7,11,44.2,0.381,36,0,19.685,0.000,1.000,374,20,1.000,85,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640228,1,374,374,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,3.429,13.591,0.000,0.000,0.000,54.50,54.50,0,1.000,13,13,21.8,0.000,-552,1,13.591,0.000,1.000,374,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640259,1,374,374,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.602,5.687,12.839,5.922,5.922,0.000,15.50,15.50,0,1.000,10,11,16.5,0.000,-154,1,12.839,0.000,1.000,374,20,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640292,861,373,270,24.87,15,5,1.658,23,38.14,0,17,0,6,0,0,10,0,5,0,0,1.00,0.402,0.000,1.267,2.894,5.026,1.963,3.063,3.25,3.25,0,0.802,11,11,30.3,0.000,-13,2,0.000,2.894,1.000,270,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,0002200022002220042244442
10000,1640309,916,373,353,17.43,17,7,1.025,19,19.48,0,6,0,13,0,0,4,0,13,0,0,1.00,0.229,0.000,3.692,17.142,0.147,0.000,0.147,5.00,5.00,0,0.958,14,14,28.2,0.000,-261,2,0.000,17.142,1.000,353,24,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,0444002044422200044440000044000000400000000000000
10000,1640328,916,373,215,40.87,37,7,1.105,49,54.13,0,6,0,43,0,0,4,0,33,0,0,1.00,0.098,1.577,21.860,26.739,42.832,2.216,40.616,0.00,0.00,0,0.626,8,8,14.0,0.820,635,0,0.000,0.000,0.214,0,36,1.000,215,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,4000222400042044444404444440444444444444444440004
10000,1640342,1,373,264,31.73,28,8,1.133,28,31.73,0,12,0,16,0,0,12,0,16,0,0,1.00,0.378,0.000,7.538,24.604,2.541,0.000,2.541,0.00,0.00,0,0.710,10,10,17.0,0.000,-103,2,0.000,24.604,1.000,264,28,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2222200022220000224000002444000044440000444400004440000040000000
10000,1640358,1,373,373,9.00,9,7,1.000,14,14.00,0,6,0,8,0,0,1,0,8,0,0,1.00,0.111,0.000,9.468,26.302,3.128,3.128,0.000,14.50,14.50,0,1.000,11,11,38.2,0.000,-151,1,26.302,0.000,1.000,373,14,1.000,0,0.1000,0.5000,5.000,8,22.50,0.0000,0.0000,0.000,0.00,0000000000000024400004440000440000040000000000000
10000,1640359,1,372,372,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,9.782,20.755,0.000,0.000,0.000,49.25,49.25,0,1.000,14,10,34.1,0.000,-638,1,20.755,0.000,1.000,372,20,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640362,18,372,362,13.00,13,7,1.000,35,35.00,0,18,0,17,0,0,6,0,7,0,0,1.00,0.462,0.206,17.335,27.319,0.574,0.574,0.000,61.00,61.00,0,1.000,11,11,17.6,0.000,-74,1,27.319,0.000,1.000,362,20,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2200000220000022000000400000440000044000004400000
10000,1640363,916,372,343,18.46,18,7,1.025,19,19.48,0,6,0,13,0,0,6,0,12,0,0,1.00,0.325,0.000,4.021,13.083,0.292,0.000,0.292,24.75,24.75,0,0.931,14,8,38.2,0.000,-777,2,0.000,9.623,1.000,254,22,1.000,93,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,0044222044422200044440000044000000400000000000000
10000,1640369,854,372,227,42.58,23,5,1.851,25,46.28,0,13,0,12,0,0,11,0,12,0,0,1.00,0.258,0.000,0.305,8.725,4.858,4.622,0.236,0.75,0.75,0,0.613,11,6,37.5,0.000,-28,2,0.000,8.725,1.000,227,20,0.718,13,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2222042220442224444244444
10000,1640371,18,372,268,15.00,15,7,1.000,35,35.00,0,18,0,17,0,0,0,0,15,0,0,1.00,0.000,0.000,0.729,9.853,11.018,11.018,0.000,39.75,39.75,0,1.000,14,11,38.0,0.000,-676,1,9.853,0.000,1.000,268,18,0.997,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000000000000000000444400444400044440004440000
10000,1640376,1,372,332,11.00,11,8,1.000,27,26.99,0,8,0,19,0,0,3,0,8,0,0,1.00,0.273,3.058,8.468,23.180,8.019,8.019,0.000,27.25,27.25,0,1.000,11,14,36.9,0.000,-95,1,23.180,0.000,1.000,332,20,1.000,0,0.1000,0.5000,5.000,5,22.50,0.0000,0.0000,0.000,0.00,0022000000200000004400000044000000440000004000000040000000000000
10000,1640392,858,372,279,21.30,12,5,1.775,25,44.38,0,13,0,12,0,0,4,0,8,0,0,1.00,0.188,1.340,13.888,38.850,10.491,6.013,4.478,12.00,12.00,0,0.867,8,8,25.1,0.858,1187,0,0.000,0.000,0.010,0,16,1.000,279,0.1000,0.5000,5.000,6,22.50,0.0000,0.0000,0.000,0.00,2000022000442004440044400
10000,1640396,1,372,372,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,8.044,16.081,0.000,0.000,0.000,12.25,12.25,0,1.000,14,11,28.9,0.000,-227,1,16.081,0.000,1.000,372,20,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640421,1,372,229,42.21,39,8,1.082,39,42.21,0,13,0,26,0,0,13,0,26,0,0,1.00,0.308,0.000,8.248,10.788,14.516,13.347,1.169,11.00,11.00,0,0.616,11,14,24.7,0.000,-82,2,0.000,10.788,1.000,229,30,0.436,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2222220022222000224400004444000044444000444440004444400044444000
10000,1640422,1,372,372,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,8.720,28.265,0.899,0.503,0.395,3.50,3.50,0,1.000,10,10,22.5,0.000,-4,1,28.265,0.000,1.000,372,20,1.000,33,0.1000,0.5000,5.000,7,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640423,1,371,371,1.88,2,7,0.939,2,1.88,0,0,0,2,0,0,0,0,2,0,0,1.00,0.000,0.000,2.526,7.368,0.000,0.000,0.000,0.00,0.00,0,1.000,11,11,37.7,0.000,-161,1,7.368,0.000,1.000,371,6,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000000000000000000440000000000000000000000000
10000,1640431,1,371,371,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,2.992,13.626,28.091,0.001,0.000,0.001,57.50,57.50,0,1.000,11,11,20.8,0.000,-141,1,28.091,0.000,1.000,331,20,1.000,73,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640442,814,371,223,19.23,16,7,1.202,49,58.90,0,19,0,30,0,0,11,0,5,0,0,1.00,0.572,1.875,2.251,21.082,12.516,8.809,3.707,24.00,24.00,0,0.912,8,8,15.9,0.641,255,0,0.000,0.000,0.293,0,22,1.000,223,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,0022220002222000044200000442000000200000040000000
10000,1640466,922,371,259,27.67,17,7,1.627,36,58.59,0,19,0,17,0,0,8,0,9,0,0,1.00,0.289,0.000,11.394,6.173,22.640,18.262,4.378,24.00,24.00,0,0.760,7,11,60.4,0.427,57,0,0.000,6.172,0.628,146,24,1.000,152,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2220000222000022000004000000440000044400004440000
10000,1640479,1,371,371,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,14.915,25.138,0.519,0.519,0.000,59.25,59.25,0,1.000,14,14,36.5,0.000,-975,1,25.138,0.000,1.000,371,20,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640488,1,371,285,21.61,19,7,1.138,24,27.30,0,8,0,16,0,0,3,0,16,0,0,1.00,0.139,0.000,0.631,13.957,1.323,0.000,1.323,0.00,0.00,0,0.860,10,10,17.9,0.000,-160,2,0.000,13.957,1.000,285,22,0.880,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,0200000020000024400004444000444400044400004440000
10000,1640496,1,370,370,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,4.401,14.218,0.000,0.000,0.000,53.75,53.75,0,1.000,14,11,31.9,0.000,-490,1,14.218,0.000,1.000,370,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640538,920,370,295,19.55,21,8,0.931,37,34.45,0,11,0,26,0,0,4,0,17,0,0,1.00,0.205,0.000,9.414,52.199,0.000,0.000,0.000,0.00,0.00,0,0.905,11,11,30.9,0.000,-32,1,52.199,0.000,1.000,295,26,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222000044440000444400004440000000400000004000000044000000440000
10000,1640543,916,370,343,17.43,17,7,1.025,19,19.48,0,6,0,13,0,0,6,0,11,0,0,1.00,0.344,0.000,18.334,29.117,4.331,3.560,0.770,1.75,1.75,0,0.958,8,8,41.4,0.905,1308,0,0.000,0.000,0.879,0,20,1.000,343,0.1000,0.5000,5.000,4,22.50,0.0000,0.0000,0.000,0.00,0044222004422200044440000044000000400000000000000
10000,1640551,1,370,370,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,2.661,13.130,0.000,0.000,0.000,53.50,53.50,0,1.000,14,14,35.3,0.000,-1053,1,13.130,0.000,1.000,370,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640552,1,370,370,8.00,8,7,1.000,14,14.00,0,6,0,8,0,0,0,0,8,0,0,1.00,0.000,0.000,1.150,15.479,1.401,0.000,1.401,35.75,35.75,0,1.000,7,11,31.6,0.910,18,0,9.173,0.000,0.276,74,14,1.000,308,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000000000004400004440000440000040000000000000
10000,1640555,3,370,207,50.77,40,8,0.832,40,50.77,21,0,0,19,0,21,0,0,19,0,0,6.80,0.000,0.000,9.069,14.704,3.898,3.898,0.000,0.00,0.00,0,0.561,11,11,18.7,0.000,-17,1,14.704,0.000,1.000,207,19,1.000,207,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000044400000444000004440110044401111444111114401111144011111
10000,1640558,1,370,241,37.65,33,7,1.141,33,37.65,0,0,0,33,0,0,0,0,33,0,0,1.00,0.000,0.000,0.073,6.972,4.794,0.000,4.794,0.00,0.00,0,0.652,6,6,36.8,0.431,135,0,0.000,0.000,0.141,0,24,1.000,241,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000000000004444440444444444444444444444444444
10000,1640565,916,370,205,51.79,49,7,1.057,49,51.79,0,1,0,48,0,0,1,0,48,0,0,1.00,0.019,3.529,26.650,47.632,33.108,0.000,33.108,0.00,0.00,0,0.556,8,8,13.6,0.789,591,0,0.000,0.000,0.230,0,28,1.000,205,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,4444442444444444444444444444444444444444444444444
10000,1640573,1,369,369,8.00,8,7,1.000,8,8.00,0,4,0,4,0,0,4,0,4,0,0,1.00,0.500,0.000,3.320,8.147,0.617,0.617,0.000,0.75,0.75,0,1.000,10,11,22.2,0.000,-90,1,8.147,0.000,1.000,369,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000200000004400004400000000000000000000000000
10000,1640575,916,369,314,21.58,21,7,1.028,23,23.63,0,6,0,17,0,0,5,0,16,0,0,1.00,0.232,0.000,9.388,20.921,7.398,5.430,1.968,4.25,4.25,0,0.861,14,11,28.2,0.000,-216,2,0.000,20.921,1.000,314,34,1.000,0,0.1000,0.5000,5.000,5,22.50,0.0000,0.0000,0.000,0.00,4444400444222244000024000004000000400000040000044
10000,1640589,837,369,262,31.64,16,4,1.978,16,31.64,0,15,0,1,0,0,15,0,1,0,0,1.00,0.474,4.999,12.373,2.583,70.598,70.337,0.260,46.75,46.75,0,0.711,8,7,11.9,0.847,1035,0,0.000,0.000,0.859,27,16,1.000,262,0.1000,0.5000,5.000,9,22.50,0.0000,0.0000,0.000,0.00,2222222222422222
10000,1640591,837,369,265,30.85,16,4,1.928,16,30.85,0,9,0,7,0,0,9,0,7,0,0,1.00,0.292,0.691,12.891,16.134,0.157,0.000,0.157,27.50,27.50,0,0.720,8,8,53.9,0.847,1117,0,0.000,0.000,0.631,0,16,1.000,265,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222244424442242
10000,1640613,1,369,369,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,3.365,14.787,23.456,8.344,8.344,0.000,51.00,51.00,0,1.000,14,14,37.5,0.000,-864,1,23.456,0.000,1.000,369,20,1.000,0,0.1000,0.5000,5.000,4,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640641,1,369,369,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,1.120,16.411,0.000,0.000,0.000,14.00,14.00,0,1.000,10,10,21.5,0.000,-79,1,16.411,0.000,1.000,369,20,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640650,1,369,330,19.99,23,7,1.052,23,19.99,0,0,8,15,0,0,0,8,15,0,0,1.00,0.000,0.000,8.890,16.285,3.807,1.022,2.785,0.00,0.00,0,0.895,11,11,37.9,0.000,-51,2,0.000,16.285,1.000,330,28,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,0000000400000044033304443330444033044400004440000
10000,1640667,1,368,368,13.00,13,7,1.000,14,14.00,0,6,0,8,0,0,5,0,8,0,0,1.00,0.385,0.907,14.741,22.710,0.376,0.376,0.000,55.75,55.75,1,1.000,13,13,20.6,0.000,-561,1,22.710,0.000,1.000,368,22,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2220000200000024400004440000440000040000000000000
10000,1640671,858,368,224,42.98,25,5,1.719,25,42.98,0,19,0,6,0,0,19,0,6,0,0,1.00,0.442,2.230,18.368,10.696,8.028,0.716,7.312,0.00,0.00,0,0.610,11,11,38.2,0.000,-63,2,0.000,10.696,1.000,224,20,0.552,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222222222222224422244442
10000,1640676,1,368,368,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,1.198,8.846,18.763,1.585,1.585,0.000,31.25,31.25,0,1.000,11,14,38.1,0.000,-42,1,18.763,0.000,1.000,368,20,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640679,916,368,333,19.48,19,7,1.025,19,19.48,0,6,0,13,0,0,6,0,13,0,0,1.00,0.308,0.000,9.660,18.091,0.918,0.000,0.918,33.25,33.25,0,0.906,14,11,34.2,0.000,-323,2,0.000,18.091,1.000,333,22,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0444222044422200044440000044000000400000000000000
10000,1640698,1,368,368,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,1.991,2.376,17.210,0.000,0.000,0.000,25.25,25.25,0,1.000,13,11,21.4,0.000,-241,1,17.210,0.000,1.000,368,20,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640716,1,368,368,12.00,12,7,1.000,13,13.00,0,5,0,8,0,0,4,0,8,0,0,1.00,0.333,0.211,2.490,17.913,6.038,5.696,0.342,50.25,50.25,0,1.000,8,11,12.0,0.818,480,0,15.477,0.000,0.747,203,18,1.000,176,0.1000,0.5000,5.000,6,22.50,0.0000,0.0000,0.000,0.00,0220000220000044400004440000440000000000000000000
10000,1640731,916,368,230,9.47,9,8,1.052,64,67.33,0,7,0,57,0,0,0,0,9,0,0,1.00,0.000,2.053,7.474,68.898,22.144,0.000,22.144,0.00,0.00,0,1.000,8,8,13.8,0.802,589,0,0.000,0.000,0.116,0,14,1.000,230,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,0000000000000000000000000000000000000000000000000000444400044444
10000,1640739,1,368,368,8.00,8,7,1.000,14,14.00,0,6,0,8,0,0,0,0,8,0,0,1.00,0.000,0.000,2.481,11.543,12.260,12.188,0.072,24.50,24.50,0,1.000,3,8,3.7,0.365,166,0,11.534,0.000,0.311,197,14,1.000,188,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,0000000000000004400004440000440000040000000000000
10000,1640757,1,367,280,21.46,21,7,1.073,43,38.64,0,4,14,25,0,0,2,2,17,0,0,1.00,0.093,0.000,0.784,25.197,12.043,2.992,9.052,0.00,0.00,0,0.863,11,11,37.9,0.000,-7,2,0.000,25.197,1.000,280,28,1.000,277,0.1000,0.5000,5.000,4,22.50,0.0000,0.0000,0.000,0.00,0200000244433004440000444000044400044440000400000
10000,1640760,1,367,367,14.00,14,7,1.000,14,14.00,0,5,0,9,0,0,5,0,9,0,0,1.00,0.357,0.000,10.414,18.538,0.000,0.000,0.000,42.50,42.50,0,1.000,14,14,38.0,0.000,-630,1,18.538,0.000,1.000,367,20,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000040000000000000
10000,1640768,1,367,359,10.01,10,7,1.001,22,22.01,0,7,0,15,0,0,4,0,6,0,0,1.00,0.400,0.596,2.745,13.363,2.220,0.000,2.220,19.75,19.75,0,1.000,14,14,36.5,0.000,-335,2,0.000,13.363,1.000,359,16,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0002000222000044400004440000000000000000000000000
10000,1640793,1,367,367,8.00,8,7,1.000,13,13.00,0,5,0,8,0,0,0,0,8,0,0,1.00,0.000,2.774,7.554,10.823,16.868,16.868,0.000,26.50,26.50,0,1.000,11,11,27.3,0.000,-10,1,10.823,0.000,1.000,367,12,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,0000000000000044400004440000440000000000000000000
10000,1640812,1,367,367,14.00,14,7,1.000,14,14.00,0,5,0,9,0,0,5,0,9,0,0,1.00,0.357,0.000,0.845,11.067,0.000,0.000,0.000,31.50,31.50,0,1.000,14,14,38.0,0.000,-537,1,11.067,0.000,1.000,367,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000040000000000000
10000,1640823,1,367,367,13.85,13,7,1.065,13,13.85,0,0,0,13,0,0,0,0,13,0,0,1.00,0.000,0.000,0.951,10.331,0.579,0.000,0.579,0.00,0.00,0,1.000,11,11,37.3,0.000,-20,2,0.000,10.331,1.000,367,18,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,4000000440000044400004440000440000044000000000000
10000,1640828,1,366,366,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,17.156,25.057,0.000,0.000,0.000,55.00,55.00,0,1.000,14,14,25.8,0.000,-1200,1,25.057,0.000,1.000,366,20,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640830,927,366,179,66.27,36,6,1.841,36,66.27,0,18,0,18,0,0,18,0,18,0,0,1.00,0.272,0.226,15.016,16.303,6.558,5.336,1.222,15.50,15.50,0,0.491,7,8,70.2,0.266,693,0,0.000,0.000,0.502,0,24,1.000,179,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,222222222222444422444442444442444422
10000,1640835,1,366,366,11.00,11,7,1.000,13,13.00,0,5,0,8,0,0,3,0,8,0,0,1.00,0.273,0.137,17.292,36.445,2.757,2.637,0.120,29.00,29.00,0,1.000,11,11,33.1,0.000,-27,1,36.445,0.000,1.000,366,18,1.000,45,0.1000,0.5000,5.000,9,22.50,0.0000,0.0000,0.000,0.00,0220000020000044400004440000440000000000000000000
10000,1640839,1,366,366,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,6.331,15.108,0.212,0.200,0.012,24.00,24.00,0,1.000,7,11,74.0,0.718,26,0,15.107,0.000,0.955,318,20,1.000,57,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640848,837,366,325,7.29,4,4,1.821,16,29.14,0,0,0,16,0,0,0,0,4,0,0,1.00,0.000,0.000,5.047,9.420,8.458,0.000,8.458,0.00,0.00,0,1.000,11,11,33.1,0.000,-72,2,0.000,9.420,1.000,325,10,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,0000444400000000
10000,1640849,854,366,225,42.20,25,5,1.688,25,42.20,0,9,0,16,0,0,9,0,16,0,0,1.00,0.213,0.000,15.166,12.052,18.488,0.000,18.488,3.00,3.00,0,0.616,11,11,38.0,0.000,-13,2,0.000,12.052,1.000,225,20,0.550,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2222222242444444444444444
10000,1640858,916,366,329,19.74,19,7,1.039,19,19.74,0,6,0,13,0,0,6,0,13,0,0,1.00,0.304,1.793,9.436,28.842,1.501,1.394,0.107,29.00,29.00,0,0.900,14,8,28.5,0.000,-293,2,0.000,28.842,1.000,297,30,1.000,77,0.1000,0.5000,5.000,5,22.50,0.0000,0.0000,0.000,0.00,0444424044222240000420000004000000400000040000004
10000,1640867,814,366,219,42.51,29,6,1.466,36,52.78,0,19,0,17,0,0,12,0,17,0,0,1.00,0.282,5.021,15.771,33.020,16.114,9.439,6.675,20.75,20.75,0,0.613,7,8,4.8,0.588,423,0,0.000,0.000,0.302,0,26,1.000,219,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,220000220200224422244442444442444444
10000,1640882,1,366,366,7.19,8,7,0.899,14,12.58,0,6,0,8,0,0,0,0,8,0,0,1.00,0.000,0.000,6.655,14.236,0.000,0.000,0.000,3.00,3.00,0,1.000,11,11,21.2,0.000,-13,1,14.236,0.000,1.000,366,14,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000000000004400004440000440000040000000000000
10000,1640898,1,366,366,9.71,8,6,1.214,8,9.71,0,3,0,5,0,0,3,0,5,0,0,1.00,0.309,1.694,11.564,10.179,10.507,7.636,2.871,26.00,26.00,0,1.000,11,11,32.0,0.000,-25,2,0.000,10.179,1.000,366,14,1.000,0,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,220000240000440000400000400000000000
10000,1640921,904,365,166,76.77,49,7,1.567,49,76.77,0,27,0,22,0,0,27,0,22,0,0,1.00,0.352,0.000,9.324,17.542,0.000,0.000,0.000,23.50,23.50,0,0.457,7,8,0.5,0.621,243,0,0.000,0.000,0.652,0,28,1.000,166,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222222222222222222222444222444444244444424444444
10000,1640944,1,365,365,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,1.458,10.519,0.000,0.000,0.000,9.75,9.75,0,1.000,13,13,16.6,0.000,-256,1,10.519,0.000,1.000,365,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1640949,854,365,196,55.06,36,6,1.644,36,55.06,0,0,5,31,0,0,0,5,31,0,0,1.00,0.000,0.000,11.012,10.768,5.386,2.221,3.166,0.00,0.00,0,0.539,11,11,36.9,0.000,-18,2,0.000,10.768,1.000,196,24,0.347,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,444333444433444444444444444444444444
10000,1640950,920,365,248,34.45,37,8,0.931,37,34.45,0,11,0,26,0,0,11,0,26,0,0,1.00,0.319,2.717,26.288,43.260,0.000,0.000,0.000,0.00,0.00,0,0.681,11,11,32.0,0.000,-75,1,43.260,0.000,1.000,248,34,0.732,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222222244444222444400004440000044400000444000004444000044440000
10000,1640968,1,365,365,13.00,13,7,1.000,13,13.00,0,5,0,8,0,0,5,0,8,0,0,1.00,0.385,0.000,0.933,9.988,10.118,9.381,0.737,16.25,16.25,0,1.000,14,6,37.0,0.000,-277,1,9.988,0.000,1.000,345,18,1.000,26,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000000000000000000
10000,1640977,859,365,189,54.89,37,7,1.484,49,72.69,0,26,0,23,0,0,14,0,23,0,0,1.00,0.255,6.831,19.622,16.764,25.892,20.063,5.830,4.75,4.75,0,0.540,7,7,31.4,0.158,287,0,0.000,0.000,0.046,0,26,1.000,189,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,0000000002220002444222444442244444224444422444442
10000,1641016,18,364,242,35.93,35,7,1.026,35,35.93,0,16,0,19,0,0,16,0,19,0,0,1.00,0.445,0.187,7.899,17.799,0.476,0.000,0.476,39.25,39.25,0,0.667,7,14,60.5,0.813,210,0,0.000,15.772,0.995,222,30,1.000,42,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222222222222244440224444000444400044440004440000
